campaign_id,industry,marketing_channel,ad_spend,duration,target_audience,region,device,operating_system,browser,engagement_metric,conversion_rate,success,budget_allocation,audience_reach,device_conversion_rate,os_conversion_rate,browser_conversion_rate
5073,technology,influencer,12945,49,35-54,South America,mobile,Windows,Safari,371215,0.685155134,1,264.1836735,464018.75,80%,70%,70%
5075,finance,email,17699,49,18-34,Africa,tablet,Windows,Safari,49677,0.005547609,1,361.2040816,49677,70%,70%,70%
5076,retail,content marketing,22981,25,55+,Europe,tablet,Android,Firefox,236829,0.385406149,1,919.24,394715,70%,80%,80%
5078,services,influencer,16187,71,35-54,Europe,mobile,Android,Firefox,140839,0.909654466,1,227.9859155,176048.75,80%,80%,80%
5081,technology,content marketing,15634,47,35-54,Africa,mobile,Windows,Chrome,449174,0.691730369,1,332.6382979,561467.5,80%,70%,90%
5082,manufacturing,influencer,33557,29,55+,South America,desktop,Android,Safari,96440,0.09218921,1,1157.137931,160733.3333,90%,80%,70%
5085,services,content marketing,44829,46,55+,Europe,tablet,iOS,Safari,447722,0.29722984,1,974.5434783,746203.3333,70%,90%,70%
5089,retail,content marketing,7380,66,35-54,Asia-Pacific,mobile,Windows,Chrome,98443,0.789020287,1,111.8181818,123053.75,80%,70%,90%
5090,services,influencer,22619,7,35-54,Africa,mobile,Windows,Safari,85525,0.306031906,0,3231.285714,106906.25,80%,70%,70%
5091,services,email,12762,18,18-34,North America,mobile,iOS,Safari,245969,0.424575063,1,709,245969,80%,90%,70%
5097,services,search engine,17483,12,18-34,Asia-Pacific,tablet,iOS,Safari,273214,0.465828606,1,1456.916667,273214,70%,90%,70%
5099,technology,social media,7369,80,18-34,Asia-Pacific,desktop,Windows,Firefox,7622,0.539685905,1,92.1125,7622,90%,70%,80%
5101,manufacturing,email,37241,32,35-54,South America,tablet,Android,Safari,428132,0.626351067,1,1163.78125,535165,70%,80%,70%
5102,e-commerce,email,47894,64,55+,North America,desktop,Android,Chrome,448180,0.29191203,0,748.34375,746966.6667,90%,80%,90%
5105,finance,search engine,39822,84,18-34,Europe,mobile,iOS,Firefox,415133,0.211952506,0,474.0714286,415133,80%,90%,80%
5106,finance,search engine,21917,11,35-54,South America,tablet,Android,Chrome,212675,0.318665293,1,1992.454545,265843.75,70%,80%,90%
5107,e-commerce,email,39887,73,35-54,Africa,mobile,Android,Chrome,357365,0.795202285,1,546.3972603,446706.25,80%,80%,90%
5110,e-commerce,social media,48146,52,18-34,Asia-Pacific,mobile,Windows,Safari,343820,0.094824465,1,925.8846154,343820,80%,70%,70%
5114,e-commerce,email,12092,29,55+,Europe,mobile,Android,Safari,212781,0.946594301,1,416.9655172,354635,80%,80%,70%
5115,services,content marketing,44512,15,35-54,South America,desktop,iOS,Safari,20581,0.595161532,1,2967.466667,25726.25,90%,90%,70%
5117,technology,content marketing,25120,53,55+,Africa,desktop,iOS,Safari,11526,0.354951647,1,473.9622642,19210,90%,90%,70%
5120,retail,search engine,30563,19,55+,Africa,desktop,iOS,Firefox,458664,0.168851796,1,1608.578947,764440,90%,90%,80%
5122,e-commerce,influencer,14978,69,55+,North America,desktop,Android,Firefox,342779,0.027030351,1,217.0724638,571298.3333,90%,80%,80%
5123,retail,content marketing,18616,28,55+,North America,tablet,iOS,Safari,6275,0.939196222,1,664.8571429,10458.33333,70%,90%,70%
5125,services,search engine,37737,33,35-54,North America,mobile,Android,Firefox,455877,0.173520266,1,1143.545455,569846.25,80%,80%,80%
5126,services,social media,14422,32,18-34,Europe,tablet,iOS,Safari,180552,0.416340638,0,450.6875,180552,70%,90%,70%
5127,technology,content marketing,13602,29,55+,Africa,desktop,Android,Safari,273876,0.376286813,1,469.0344828,456460,90%,80%,70%
5128,manufacturing,search engine,15497,71,35-54,South America,mobile,Windows,Safari,392174,0.835349777,1,218.2676056,490217.5,80%,70%,70%
5130,services,search engine,8092,53,18-34,Asia-Pacific,mobile,iOS,Firefox,358970,0.429870643,1,152.6792453,358970,80%,90%,80%
5133,finance,social media,13853,10,35-54,South America,desktop,Windows,Firefox,127277,0.357592682,1,1385.3,159096.25,90%,70%,80%
5136,e-commerce,content marketing,12061,35,18-34,South America,mobile,Android,Safari,373651,0.119303761,1,344.6,373651,80%,80%,70%
5138,services,email,6673,85,35-54,North America,mobile,Android,Safari,135856,0.070884921,1,78.50588235,169820,80%,80%,70%
5139,services,email,30664,50,55+,Asia-Pacific,desktop,iOS,Firefox,122874,0.319004117,1,613.28,204790,90%,90%,80%
5141,healthcare,influencer,35530,65,18-34,Asia-Pacific,mobile,Android,Chrome,400454,0.393588679,1,546.6153846,400454,80%,80%,90%
5142,finance,social media,18354,85,35-54,North America,desktop,iOS,Safari,215275,0.187674365,1,215.9294118,269093.75,90%,90%,70%
5143,healthcare,search engine,11002,59,55+,Africa,tablet,Windows,Firefox,365114,0.603158844,1,186.4745763,608523.3333,70%,70%,80%
5147,healthcare,email,38267,13,18-34,Africa,desktop,Windows,Chrome,238063,0.191336164,1,2943.615385,238063,90%,70%,90%
5149,finance,content marketing,38093,7,55+,South America,tablet,Windows,Safari,269870,0.830094406,1,5441.857143,449783.3333,70%,70%,70%
5150,e-commerce,influencer,18729,62,55+,Asia-Pacific,desktop,iOS,Chrome,222216,0.828404454,1,302.0806452,370360,90%,90%,90%
5152,finance,search engine,5887,49,55+,Europe,mobile,Windows,Chrome,483432,0.820053854,1,120.1428571,805720,80%,70%,90%
5153,finance,search engine,46955,34,35-54,Africa,mobile,Windows,Chrome,40982,0.627484982,1,1381.029412,51227.5,80%,70%,90%
5154,services,email,41441,35,35-54,North America,tablet,Windows,Chrome,448274,0.450554915,1,1184.028571,560342.5,70%,70%,90%
5160,services,search engine,47882,7,18-34,Africa,mobile,Windows,Chrome,149959,0.571727975,0,6840.285714,149959,80%,70%,90%
5161,manufacturing,search engine,12990,28,55+,Africa,tablet,Windows,Chrome,170837,0.405935892,1,463.9285714,284728.3333,70%,70%,90%
5162,retail,influencer,49215,52,35-54,Asia-Pacific,mobile,Android,Firefox,134425,0.100302391,0,946.4423077,168031.25,80%,80%,80%
5164,manufacturing,content marketing,36010,29,35-54,South America,mobile,iOS,Safari,199736,0.682555344,0,1241.724138,249670,80%,90%,70%
5166,services,social media,26083,57,18-34,North America,mobile,Windows,Firefox,424037,0.483946141,0,457.5964912,424037,80%,70%,80%
5167,e-commerce,influencer,29634,44,55+,Europe,tablet,Windows,Chrome,105562,0.79170716,1,673.5,175936.6667,70%,70%,90%
5170,finance,email,47237,45,35-54,Europe,mobile,Android,Firefox,458565,0.004073177,1,1049.711111,573206.25,80%,80%,80%
5175,finance,content marketing,8852,83,55+,Asia-Pacific,mobile,Android,Firefox,23624,0.634742517,1,106.6506024,39373.33333,80%,80%,80%
5176,healthcare,search engine,36686,13,35-54,Europe,mobile,Windows,Safari,411720,0.247218369,1,2822,514650,80%,70%,70%
5178,services,social media,40536,83,55+,Africa,mobile,Android,Firefox,486627,0.31209192,1,488.3855422,811045,80%,80%,80%
5179,retail,social media,24039,38,18-34,South America,mobile,iOS,Chrome,313650,0.190348485,1,632.6052632,313650,80%,90%,90%
5181,e-commerce,email,12724,82,35-54,Asia-Pacific,tablet,Android,Chrome,118267,0.09584337,1,155.1707317,147833.75,70%,80%,90%
5182,services,influencer,14997,46,35-54,South America,tablet,Windows,Chrome,438924,0.511966924,1,326.0217391,548655,70%,70%,90%
5183,finance,search engine,15695,21,55+,Asia-Pacific,desktop,Android,Chrome,472875,0.53600842,1,747.3809524,788125,90%,80%,90%
5187,manufacturing,search engine,47514,48,35-54,South America,desktop,Windows,Safari,198368,0.844182474,1,989.875,247960,90%,70%,70%
5188,retail,search engine,12691,45,35-54,Asia-Pacific,desktop,iOS,Chrome,112845,0.7905777,1,282.0222222,141056.25,90%,90%,90%
5190,retail,email,18926,8,18-34,Asia-Pacific,mobile,iOS,Chrome,177653,0.922137079,1,2365.75,177653,80%,90%,90%
5191,finance,search engine,17113,35,55+,Europe,mobile,Windows,Firefox,47733,0.687904765,1,488.9428571,79555,80%,70%,80%
5192,e-commerce,email,35134,67,18-34,Asia-Pacific,desktop,Android,Firefox,186614,0.671952351,1,524.3880597,186614,90%,80%,80%
5194,services,search engine,11408,44,18-34,Europe,mobile,iOS,Firefox,499907,0.224761874,1,259.2727273,499907,80%,90%,80%
5195,services,search engine,19842,13,18-34,Africa,mobile,iOS,Chrome,258236,0.0291724,1,1526.307692,258236,80%,90%,90%
5199,services,influencer,39742,48,55+,Africa,tablet,iOS,Safari,28705,0.361278602,1,827.9583333,47841.66667,70%,90%,70%
5201,technology,social media,46826,11,18-34,North America,mobile,Windows,Firefox,289038,0.799831563,0,4256.909091,289038,80%,70%,80%
5202,retail,search engine,34794,52,55+,South America,mobile,Windows,Safari,400322,0.457869225,0,669.1153846,667203.3333,80%,70%,70%
5205,manufacturing,search engine,29126,60,55+,South America,tablet,Windows,Chrome,118167,0.429932011,1,485.4333333,196945,70%,70%,90%
5207,finance,social media,40985,39,18-34,South America,mobile,Windows,Firefox,58242,0.787428338,1,1050.897436,58242,80%,70%,80%
5211,finance,email,19176,30,18-34,Asia-Pacific,desktop,Android,Safari,270573,0.018007653,1,639.2,270573,90%,80%,70%
5213,finance,content marketing,24726,57,55+,South America,mobile,iOS,Chrome,118345,0.240484489,1,433.7894737,197241.6667,80%,90%,90%
5216,retail,content marketing,35966,85,18-34,Asia-Pacific,tablet,Windows,Chrome,173987,0.967408472,1,423.1294118,173987,70%,70%,90%
5217,finance,search engine,30923,87,18-34,Asia-Pacific,mobile,Android,Chrome,169426,0.694857225,1,355.4367816,169426,80%,80%,90%
5218,e-commerce,email,8089,8,35-54,Europe,desktop,Android,Firefox,371604,0.236318929,1,1011.125,464505,90%,80%,80%
5220,manufacturing,content marketing,12578,49,35-54,North America,tablet,Android,Chrome,161547,0.755405713,1,256.6938776,201933.75,70%,80%,90%
5221,finance,email,39940,38,55+,Europe,desktop,Android,Firefox,214191,0.900903367,0,1051.052632,356985,90%,80%,80%
5222,finance,email,32967,18,18-34,Europe,tablet,Android,Firefox,181072,0.911672838,1,1831.5,181072,70%,80%,80%
5224,finance,search engine,45492,22,55+,Africa,mobile,iOS,Safari,194444,0.794366096,1,2067.818182,324073.3333,80%,90%,70%
5225,e-commerce,search engine,48027,50,55+,Africa,tablet,iOS,Chrome,136765,0.662369105,1,960.54,227941.6667,70%,90%,90%
5227,e-commerce,search engine,26893,13,35-54,South America,tablet,Android,Safari,418062,0.116049366,1,2068.692308,522577.5,70%,80%,70%
5228,services,email,22754,27,55+,North America,desktop,iOS,Safari,452515,0.329207654,1,842.7407407,754191.6667,90%,90%,70%
5232,technology,content marketing,10811,31,35-54,Africa,tablet,Windows,Chrome,381529,0.374998021,1,348.7419355,476911.25,70%,70%,90%
5233,finance,social media,39459,41,35-54,Europe,desktop,iOS,Safari,207105,0.563596979,1,962.4146341,258881.25,90%,90%,70%
5234,manufacturing,email,44442,51,18-34,Africa,mobile,Android,Safari,49792,0.394428869,1,871.4117647,49792,80%,80%,70%
5235,e-commerce,search engine,31726,13,55+,Europe,mobile,Android,Safari,465759,0.072540916,1,2440.461538,776265,80%,80%,70%
5237,manufacturing,search engine,41158,38,18-34,North America,mobile,iOS,Chrome,434482,0.926162056,1,1083.105263,434482,80%,90%,90%
5239,manufacturing,content marketing,14862,75,55+,South America,mobile,Windows,Chrome,213439,0.529186749,1,198.16,355731.6667,80%,70%,90%
5240,e-commerce,content marketing,37804,31,55+,South America,mobile,iOS,Safari,423475,0.712773969,0,1219.483871,705791.6667,80%,90%,70%
5241,finance,social media,49376,83,18-34,North America,desktop,Windows,Chrome,76845,0.609862832,1,594.8915663,76845,90%,70%,90%
5243,manufacturing,search engine,40107,67,18-34,Africa,desktop,Android,Safari,50722,0.803275254,1,598.6119403,50722,90%,80%,70%
5244,finance,email,27544,15,55+,Africa,tablet,Windows,Firefox,492527,0.614747165,1,1836.266667,820878.3333,70%,70%,80%
5245,services,email,19425,57,18-34,Africa,tablet,iOS,Chrome,21739,0.238930305,1,340.7894737,21739,70%,90%,90%
5246,services,influencer,39139,8,18-34,Europe,desktop,Android,Chrome,302808,0.611232717,1,4892.375,302808,90%,80%,90%
5248,services,search engine,10072,38,55+,Africa,desktop,iOS,Safari,100827,0.595849848,1,265.0526316,168045,90%,90%,70%
5249,finance,content marketing,5252,78,35-54,Europe,mobile,Windows,Chrome,339673,0.764318412,1,67.33333333,424591.25,80%,70%,90%
5252,retail,social media,23615,38,55+,South America,tablet,iOS,Chrome,26811,0.726702465,1,621.4473684,44685,70%,90%,90%
5255,technology,search engine,44069,71,35-54,South America,desktop,Windows,Firefox,461998,0.545695422,0,620.6901408,577497.5,90%,70%,80%
5256,finance,email,28218,27,18-34,Africa,mobile,Windows,Safari,47284,0.663209055,1,1045.111111,47284,80%,70%,70%
5257,finance,email,38160,13,35-54,South America,mobile,Android,Firefox,144639,0.491315728,1,2935.384615,180798.75,80%,80%,80%
5258,services,email,16283,15,55+,North America,desktop,Windows,Firefox,447867,0.624161247,1,1085.533333,746445,90%,70%,80%
5261,technology,email,38764,66,55+,Europe,tablet,Windows,Firefox,157570,0.239964441,1,587.3333333,262616.6667,70%,70%,80%
5262,finance,social media,44916,76,18-34,North America,tablet,Windows,Chrome,427050,0.28134528,1,591,427050,70%,70%,90%
5264,manufacturing,content marketing,29677,75,55+,Africa,desktop,Android,Chrome,444390,0.057858417,1,395.6933333,740650,90%,80%,90%
5266,services,content marketing,19542,68,35-54,South America,desktop,iOS,Firefox,479805,0.62901522,1,287.3823529,599756.25,90%,90%,80%
5269,services,search engine,10316,32,35-54,South America,tablet,Windows,Chrome,108562,0.786329961,1,322.375,135702.5,70%,70%,90%
5270,e-commerce,search engine,49056,66,55+,Europe,desktop,iOS,Firefox,382424,0.434199612,1,743.2727273,637373.3333,90%,90%,80%
5271,e-commerce,social media,17759,24,35-54,North America,desktop,Android,Firefox,250121,0.576742483,1,739.9583333,312651.25,90%,80%,80%
5272,technology,social media,33190,65,18-34,South America,tablet,iOS,Chrome,328576,0.661924458,1,510.6153846,328576,70%,90%,90%
5276,manufacturing,search engine,12373,84,55+,Asia-Pacific,mobile,Windows,Firefox,409592,0.69064612,0,147.297619,682653.3333,80%,70%,80%
5277,manufacturing,influencer,41054,38,35-54,Africa,tablet,Android,Safari,225812,0.344362432,0,1080.368421,282265,70%,80%,70%
5281,finance,social media,21922,61,55+,Europe,mobile,Android,Chrome,318809,0.478115182,1,359.3770492,531348.3333,80%,80%,90%
5282,finance,email,18994,16,55+,Asia-Pacific,tablet,iOS,Safari,341056,0.12291849,1,1187.125,568426.6667,70%,90%,70%
5283,finance,search engine,23164,41,55+,Europe,tablet,Windows,Firefox,470865,0.929427114,1,564.9756098,784775,70%,70%,80%
5284,manufacturing,search engine,11605,86,35-54,North America,tablet,iOS,Safari,186173,0.792198034,1,134.9418605,232716.25,70%,90%,70%
5285,retail,search engine,16718,12,55+,North America,mobile,iOS,Safari,425907,0.781074925,1,1393.166667,709845,80%,90%,70%
5286,healthcare,influencer,40116,74,18-34,Asia-Pacific,tablet,iOS,Chrome,84910,0.69692507,1,542.1081081,84910,70%,90%,90%
5287,technology,email,21145,68,18-34,North America,tablet,Windows,Chrome,348617,0.021348251,1,310.9558824,348617,70%,70%,90%
5290,finance,social media,28553,77,35-54,Africa,mobile,Android,Safari,189261,0.216749017,1,370.8181818,236576.25,80%,80%,70%
5297,finance,influencer,40072,84,55+,Asia-Pacific,tablet,Windows,Chrome,186851,0.71440378,1,477.047619,311418.3333,70%,70%,90%
5300,manufacturing,social media,38416,29,35-54,North America,mobile,Android,Chrome,90671,0.279247215,1,1324.689655,113338.75,80%,80%,90%
5302,manufacturing,email,19012,63,55+,South America,mobile,Windows,Safari,15414,0.548671593,1,301.7777778,25690,80%,70%,70%
5304,manufacturing,content marketing,44047,70,55+,North America,tablet,Windows,Safari,71158,0.176544435,1,629.2428571,118596.6667,70%,70%,70%
5305,technology,email,14743,13,35-54,Asia-Pacific,tablet,iOS,Safari,228114,0.306622632,1,1134.076923,285142.5,70%,90%,70%
5308,finance,email,29287,25,18-34,South America,mobile,Windows,Firefox,151314,0.522156668,1,1171.48,151314,80%,70%,80%
5311,finance,search engine,39541,45,18-34,Europe,tablet,Windows,Chrome,319354,0.94648822,1,878.6888889,319354,70%,70%,90%
5312,technology,influencer,49049,71,55+,North America,tablet,Windows,Safari,385589,0.467166554,1,690.8309859,642648.3333,70%,70%,70%
5314,e-commerce,content marketing,41395,31,55+,Africa,desktop,iOS,Firefox,314434,0.030362387,1,1335.322581,524056.6667,90%,90%,80%
5315,services,search engine,7548,29,55+,South America,tablet,iOS,Chrome,199144,0.399182143,1,260.2758621,331906.6667,70%,90%,90%
5317,e-commerce,influencer,23524,17,35-54,Africa,mobile,Android,Chrome,4750,0.312254308,1,1383.764706,5937.5,80%,80%,90%
5318,services,influencer,43270,40,55+,Europe,tablet,Android,Firefox,374578,0.17137199,1,1081.75,624296.6667,70%,80%,80%
5319,finance,search engine,44190,37,55+,Asia-Pacific,mobile,Android,Chrome,211933,0.201146501,1,1194.324324,353221.6667,80%,80%,90%
5320,retail,email,10846,44,55+,South America,tablet,Android,Firefox,305352,0.466550097,1,246.5,508920,70%,80%,80%
5323,e-commerce,search engine,49614,15,18-34,Europe,mobile,Windows,Safari,149165,0.719538888,1,3307.6,149165,80%,70%,70%
5325,services,influencer,10407,70,55+,Europe,desktop,Android,Chrome,432977,0.116934915,1,148.6714286,721628.3333,90%,80%,90%
5327,technology,email,9767,65,35-54,Africa,mobile,Windows,Firefox,477815,0.988728246,1,150.2615385,597268.75,80%,70%,80%
5328,services,content marketing,13362,28,35-54,North America,mobile,Android,Firefox,83623,0.086862776,1,477.2142857,104528.75,80%,80%,80%
5329,finance,content marketing,27028,71,35-54,Africa,tablet,iOS,Chrome,447441,0.433498473,1,380.6760563,559301.25,70%,90%,90%
5330,manufacturing,email,23803,66,55+,Africa,desktop,Windows,Chrome,247846,0.51107218,1,360.6515152,413076.6667,90%,70%,90%
5332,finance,email,47376,87,18-34,North America,tablet,Android,Firefox,298261,0.891099244,1,544.5517241,298261,70%,80%,80%
5337,e-commerce,content marketing,18672,64,55+,South America,tablet,Android,Safari,489455,0.871105499,1,291.75,815758.3333,70%,80%,70%
5338,services,content marketing,47991,89,18-34,Africa,desktop,Windows,Chrome,205459,0.70377493,1,539.2247191,205459,90%,70%,90%
5339,manufacturing,search engine,28995,29,55+,Asia-Pacific,desktop,Windows,Firefox,352055,0.943786458,1,999.8275862,586758.3333,90%,70%,80%
5340,e-commerce,search engine,29448,38,35-54,Africa,tablet,Windows,Safari,299852,0.569452045,1,774.9473684,374815,70%,70%,70%
5341,healthcare,influencer,35136,69,18-34,Europe,mobile,iOS,Chrome,268504,0.364424945,0,509.2173913,268504,80%,90%,90%
5345,healthcare,influencer,20684,85,55+,South America,tablet,Windows,Firefox,363228,0.998707723,1,243.3411765,605380,70%,70%,80%
5347,manufacturing,email,10100,39,55+,Europe,desktop,Windows,Chrome,367964,0.062356555,1,258.974359,613273.3333,90%,70%,90%
5348,retail,social media,41564,72,55+,Europe,mobile,iOS,Firefox,275244,0.7256674,1,577.2777778,458740,80%,90%,80%
5351,e-commerce,email,22656,42,35-54,Europe,desktop,Android,Firefox,306436,0.786250253,1,539.4285714,383045,90%,80%,80%
5352,manufacturing,content marketing,18628,78,18-34,Asia-Pacific,desktop,iOS,Firefox,454471,0.128089884,1,238.8205128,454471,90%,90%,80%
5353,technology,content marketing,11407,86,55+,South America,mobile,iOS,Firefox,209977,0.292743388,1,132.6395349,349961.6667,80%,90%,80%
5359,manufacturing,search engine,23075,42,35-54,Europe,desktop,Windows,Chrome,26299,0.507257722,1,549.4047619,32873.75,90%,70%,90%
5360,services,influencer,33741,85,18-34,Europe,tablet,Android,Chrome,62292,0.167364081,1,396.9529412,62292,70%,80%,90%
5362,e-commerce,influencer,26557,21,35-54,Europe,desktop,Android,Safari,339437,0.643111438,1,1264.619048,424296.25,90%,80%,70%
5365,finance,email,43814,34,35-54,Africa,desktop,Windows,Safari,435548,0.892973583,1,1288.647059,544435,90%,70%,70%
5366,e-commerce,social media,43848,48,55+,Europe,mobile,Windows,Firefox,240736,0.297777707,1,913.5,401226.6667,80%,70%,80%
5369,e-commerce,email,11684,15,35-54,Africa,desktop,Windows,Firefox,365765,0.6191191,1,778.9333333,457206.25,90%,70%,80%
5371,services,email,14376,24,35-54,North America,mobile,iOS,Firefox,303758,0.795352768,1,599,379697.5,80%,90%,80%
5374,manufacturing,influencer,18118,85,35-54,Europe,desktop,iOS,Firefox,3646,0.555809128,1,213.1529412,4557.5,90%,90%,80%
5375,e-commerce,search engine,34888,84,18-34,Asia-Pacific,mobile,Windows,Firefox,11852,0.799681981,1,415.3333333,11852,80%,70%,80%
5377,finance,content marketing,31975,41,35-54,South America,mobile,Android,Firefox,299323,0.244407029,1,779.8780488,374153.75,80%,80%,80%
5378,healthcare,content marketing,44776,46,35-54,Africa,desktop,Android,Chrome,337071,0.241064233,1,973.3913043,421338.75,90%,80%,90%
5379,finance,influencer,33289,57,18-34,Europe,mobile,Android,Firefox,169912,0.368264451,1,584.0175439,169912,80%,80%,80%
5380,services,search engine,46594,66,18-34,South America,tablet,Windows,Chrome,44404,0.427555576,1,705.969697,44404,70%,70%,90%
5381,finance,influencer,32588,62,55+,North America,tablet,Windows,Firefox,440357,0.848403222,1,525.6129032,733928.3333,70%,70%,80%
5382,services,search engine,40443,81,18-34,South America,tablet,iOS,Chrome,335615,0.007571147,1,499.2962963,335615,70%,90%,90%
5386,technology,influencer,40049,31,55+,Africa,mobile,iOS,Safari,181415,0.317347573,0,1291.903226,302358.3333,80%,90%,70%
5388,services,influencer,30112,62,55+,Asia-Pacific,tablet,Windows,Safari,5076,0.329035442,1,485.6774194,8460,70%,70%,70%
5389,manufacturing,content marketing,30978,29,55+,North America,desktop,Android,Firefox,105072,0.425281324,0,1068.206897,175120,90%,80%,80%
5395,finance,search engine,30427,54,35-54,Africa,desktop,Windows,Safari,230221,0.588800042,1,563.462963,287776.25,90%,70%,70%
5398,finance,influencer,10341,13,35-54,Africa,mobile,iOS,Firefox,169228,0.094073546,1,795.4615385,211535,80%,90%,80%
5400,technology,content marketing,20158,68,35-54,South America,desktop,iOS,Chrome,267713,0.284006148,1,296.4411765,334641.25,90%,90%,90%
5402,services,search engine,20627,82,35-54,North America,mobile,iOS,Safari,11373,0.62777376,1,251.5487805,14216.25,80%,90%,70%
5404,services,social media,28202,42,18-34,North America,desktop,iOS,Firefox,201385,0.346589614,1,671.4761905,201385,90%,90%,80%
5406,services,search engine,7094,72,35-54,South America,mobile,Android,Chrome,100155,0.136297054,1,98.52777778,125193.75,80%,80%,90%
5411,healthcare,search engine,37136,61,35-54,Africa,mobile,Windows,Safari,357776,0.305734423,1,608.7868852,447220,80%,70%,70%
5415,technology,social media,39475,26,18-34,North America,desktop,Windows,Chrome,131848,0.246971799,1,1518.269231,131848,90%,70%,90%
5420,manufacturing,email,15715,85,35-54,North America,mobile,Windows,Firefox,78903,0.34505605,0,184.8823529,98628.75,80%,70%,80%
5421,services,email,24839,14,55+,Africa,desktop,Android,Safari,214989,0.957798158,1,1774.214286,358315,90%,80%,70%
5423,services,content marketing,48664,35,35-54,South America,mobile,iOS,Firefox,476491,0.886754148,1,1390.4,595613.75,80%,90%,80%
5424,healthcare,content marketing,13738,52,35-54,Europe,tablet,iOS,Safari,63706,0.736803921,0,264.1923077,79632.5,70%,90%,70%
5427,technology,content marketing,42261,15,35-54,South America,tablet,Windows,Firefox,16748,0.422939908,0,2817.4,20935,70%,70%,80%
5429,finance,content marketing,36896,72,18-34,Asia-Pacific,desktop,iOS,Firefox,387547,0.796081429,1,512.4444444,387547,90%,90%,80%
5431,technology,email,29365,10,35-54,South America,desktop,iOS,Firefox,85190,0.571157665,1,2936.5,106487.5,90%,90%,80%
5434,healthcare,content marketing,27331,84,18-34,Asia-Pacific,tablet,Windows,Chrome,152599,0.332111052,1,325.3690476,152599,70%,70%,90%
5435,manufacturing,social media,36522,51,55+,Asia-Pacific,desktop,Windows,Chrome,433409,0.623358688,1,716.1176471,722348.3333,90%,70%,90%
5443,retail,search engine,11958,34,35-54,South America,tablet,Android,Firefox,96984,0.833415433,1,351.7058824,121230,70%,80%,80%
5445,manufacturing,influencer,33970,81,18-34,Asia-Pacific,desktop,Android,Chrome,335619,0.46036832,1,419.382716,335619,90%,80%,90%
5448,services,email,16135,53,18-34,North America,tablet,Android,Chrome,322940,0.769923898,1,304.4339623,322940,70%,80%,90%
5449,manufacturing,social media,29845,10,35-54,Africa,mobile,Android,Chrome,194107,0.850604497,1,2984.5,242633.75,80%,80%,90%
5451,retail,search engine,34491,82,35-54,Europe,tablet,Android,Safari,263942,0.863243776,1,420.6219512,329927.5,70%,80%,70%
5452,services,content marketing,5500,60,55+,Africa,desktop,iOS,Chrome,287383,0.856873192,1,91.66666667,478971.6667,90%,90%,90%
5453,finance,content marketing,26990,67,55+,South America,mobile,Android,Safari,464087,0.22151906,1,402.8358209,773478.3333,80%,80%,70%
5454,retail,influencer,12939,89,55+,South America,tablet,Android,Firefox,59988,0.645017569,1,145.3820225,99980,70%,80%,80%
5455,services,email,26991,89,18-34,Asia-Pacific,tablet,iOS,Chrome,437560,0.778328467,1,303.2696629,437560,70%,90%,90%
5458,e-commerce,influencer,23537,46,55+,Africa,tablet,iOS,Chrome,119059,0.628831576,1,511.673913,198431.6667,70%,90%,90%
5459,technology,email,42504,75,55+,Africa,desktop,Android,Firefox,55382,0.284456992,1,566.72,92303.33333,90%,80%,80%
5460,retail,social media,5608,29,35-54,South America,mobile,Windows,Chrome,55658,0.685596292,1,193.3793103,69572.5,80%,70%,90%
5465,finance,influencer,32005,64,55+,South America,mobile,Android,Chrome,132775,0.814653351,1,500.078125,221291.6667,80%,80%,90%
5468,technology,influencer,32287,38,55+,South America,mobile,iOS,Chrome,110468,0.092675806,1,849.6578947,184113.3333,80%,90%,90%
5469,healthcare,influencer,24569,60,55+,Asia-Pacific,mobile,Windows,Chrome,272427,0.262903779,0,409.4833333,454045,80%,70%,90%
5470,finance,content marketing,39299,51,18-34,Asia-Pacific,desktop,iOS,Firefox,474908,0.295196472,1,770.5686275,474908,90%,90%,80%
5473,technology,search engine,8706,40,55+,North America,desktop,iOS,Chrome,334530,0.078457061,1,217.65,557550,90%,90%,90%
5475,retail,influencer,28643,17,18-34,Europe,desktop,Windows,Firefox,424844,0.563930205,1,1684.882353,424844,90%,70%,80%
5476,e-commerce,content marketing,25886,25,18-34,North America,desktop,Android,Safari,232628,0.228475573,1,1035.44,232628,90%,80%,70%
5477,healthcare,email,14846,35,55+,South America,tablet,iOS,Firefox,326562,0.746577155,1,424.1714286,544270,70%,90%,80%
5481,technology,content marketing,8818,88,18-34,Asia-Pacific,mobile,Windows,Safari,71293,0.882612537,1,100.2045455,71293,80%,70%,70%
5482,services,search engine,13087,88,35-54,North America,desktop,Android,Chrome,463917,0.77234067,1,148.7159091,579896.25,90%,80%,90%
5483,technology,content marketing,41211,82,35-54,Asia-Pacific,tablet,Windows,Chrome,250546,0.934730759,0,502.5731707,313182.5,70%,70%,90%
5487,finance,influencer,24044,62,55+,Asia-Pacific,desktop,Android,Safari,294891,0.174187962,1,387.8064516,491485,90%,80%,70%
5488,e-commerce,influencer,37115,69,18-34,North America,tablet,iOS,Chrome,343828,0.781428691,1,537.8985507,343828,70%,90%,90%
5492,services,search engine,44826,33,35-54,Asia-Pacific,tablet,Windows,Firefox,199904,0.183419272,1,1358.363636,249880,70%,70%,80%
5493,retail,influencer,44034,86,35-54,Asia-Pacific,tablet,Windows,Firefox,213349,0.947912353,1,512.0232558,266686.25,70%,70%,80%
